serialNo,City,Brand,Model,Price/Unit,Quantity,Amount,Date,RAM,Internal Memory
60,Delhi,Brand 9,Model 812,1250,1,1250,10/3/2020,Feature1_4,
62,Delhi,Brand 1,Model 512,1400,1,1400,10/1/2020,Feature1_16,
1,Kolkata,Brand 1,Model 167,7990,1,7990,10/1/2020,Feature1_8,Feature2_1
2,Kolkata,Brand 2,Model 1,18990,1,18990,10/4/2020,Feature1_9,Feature2_3
40,Kolkata,Brand 6,Model 17,1500,1,10860,10/1/2020,Feature1_3,Feature2_2
24,Lucknow,Brand 1,Model 171,1600,1,1410,10/1/2020,Feature1_6,
25,Lucknow,Brand 5,Model 158,950,1,18000,10/2/2020,Feature1_9,Feature2_2
38,Delhi,Brand 10,Model 156,1500,1,1472,10/6/2020,Feature1_19,
26,Lucknow,Brand 10,Model 513,11000,1,11000,10/3/2020,Feature1_1,Feature2_2
39,Delhi,Brand 2,Model 2,1100,1,799,10/5/2020,Feature1_11,
30,Lucknow,Brand 6,Model 113,1200,1,1200,10/1/2020,Feature1_6,
27,Lucknow,Brand 2,Model 514,1600,1,1410,10/5/2020,Feature1_6,
41,Delhi,Brand 7,Model 815,1600,1,1600,10/3/2020,,
43,Delhi,Brand 4,Model 170,1550,1,1140,10/1/2020,Feature1_4,
31,Lucknow,Brand 4,Model 170,1300,1,18000,10/2/2020,Feature1_9,Feature2_2
32,Lucknow,Brand 6,Model 79,1450,1,1450,10/3/2020,Feature1_4,
49,Kolkata,Brand 2,Model 7,15499,1,10860,10/1/2020,Feature1_3,Feature2_2
33,Lucknow,Brand 3,Model 150,1150,1,18000,10/4/2020,Feature1_9,Feature2_2
45,Delhi,Brand 6,Model 79,1200,1,1200,10/3/2020,Feature1_16,
50,Kolkata,Brand 1,Model 819,7499,1,10860,10/3/2020,Feature1_3,Feature2_2
46,Delhi,Brand 2,Model 1,600,1,600,10/4/2020,Feature1_4,
34,Lucknow,Brand 7,Model 408,1150,1,18000,10/5/2020,Feature1_9,Feature2_2
48,Delhi,Brand 2,Model 2,910,1,910,10/6/2020,Feature1_21,
20,Lucknow,Brand 6,Model 52,1650,1,1410,10/1/2020,Feature1_6,
22,Lucknow,Brand 8,Model 822,950,1,18000,10/3/2020,Feature1_9,Feature2_2
23,Lucknow,Brand 9,Model 823,1650,1,1410,10/5/2020,Feature1_6,
30,Kolkata,Brand 6,Model 52,11998,1,11998,10/1/2020,Feature1_1,Feature2_1
24,Lucknow,Brand 6,Model 72,1650,1,1410,10/6/2020,Feature1_6,
36,Lucknow,Brand 2,Model 514,700,1,18000,10/7/2020,Feature1_9,Feature2_2
25,Lucknow,Brand 7,Model 119,950,1,18000,10/2/2020,Feature1_9,Feature2_2
26,Lucknow,Brand 7,Model 825,1650,1,1410,10/3/2020,Feature1_6,
33,Kolkata,Brand 2,Model 1,7999,1,7999,10/6/2020,Feature1_8,Feature2_1
28,Lucknow,Brand 6,Model 17,11000,1,11000,10/7/2020,Feature1_1,Feature2_2
25,Delhi,Brand 6,Model 19,1500,1,1472,10/6/2020,Feature1_19,
26,Delhi,Brand 6,Model 125,1600,1,1472,10/5/2020,Feature1_19,
27,Delhi,Brand 2,Model 8,1550,1,1390,10/4/2020,Feature1_4,
28,Delhi,Brand 2,Model 38,1500,1,1499,10/3/2020,,
30,Delhi,Brand 1,Model 5,1100,1,799,10/1/2020,Feature1_11,
57,Lucknow,Brand 3,Model 216,820,1,18000,10/2/2020,Feature1_9,Feature2_2
59,Lucknow,Brand 6,Model 80,10700,1,10700,10/4/2020,Feature1_3,Feature2_2
12,Lucknow,Brand 1,Model 128,950,1,18000,10/5/2020,Feature1_9,Feature2_2
60,Lucknow,Brand 5,Model 828,1430,1,1879,10/5/2020,,
13,Lucknow,Brand 1,Model 50,950,1,18000,10/6/2020,Feature1_9,Feature2_2
28,Lucknow,Brand 1,Model 24,950,1,18000,10/3/2020,Feature1_9,Feature2_2
4,Lucknow,Brand 7,Model 830,1400,1,18000,10/7/2020,Feature1_9,Feature2_2
29,Lucknow,Brand 9,Model 831,12500,1,12500,10/5/2020,Feature1_3,Feature2_2
30,Lucknow,Brand 7,Model 517,12500,1,12500,10/7/2020,Feature1_3,Feature2_2
6,Lucknow,Brand 3,Model 25,12500,1,12500,10/1/2020,Feature1_3,Feature2_2
7,Lucknow,Brand 8,Model 832,1650,1,1410,10/3/2020,Feature1_6,
8,Lucknow,Brand 3,Model 36,1650,1,1410,10/5/2020,Feature1_6,
9,Lucknow,Brand 7,Model 381,950,1,18000,10/6/2020,Feature1_9,Feature2_2
125,Delhi,Brand 2,Model 78,1300,1,1300,10/7/2020,Feature1_16,
27,Thiruvananthapuram,Brand 4,Model 41,1499,1,1499,10/6/2020,Feature1_4,
45,Kolkata,Brand 9,Model 834,10500,1,10860,10/1/2020,Feature1_3,Feature2_2
29,Thiruvananthapuram,Brand 3,Model 36,1311,1,1311,10/4/2020,Feature1_4,
30,Thiruvananthapuram,Brand 6,Model 59,1489,1,1489,10/3/2020,Feature1_4,
1,Ludhiana,Brand 6,Model 52,12500,1,12500,10/7/2020,Feature1_17,Feature2_6
2,Ludhiana,Brand 3,Model 108,13000,1,13000,10/7/2020,Feature1_3,Feature2_2
49,Kolkata,Brand 9,Model 459,5000,1,5999,10/7/2020,Feature1_8,Feature2_1
69,Kolkata,Brand 9,Model 435,13499,1,13499,10/2/2020,Feature1_3,Feature2_3
1177,Delhi,Brand 6,Model 488,1050,1,1050,10/7/2020,Feature1_11,
1178,Delhi,Brand 3,Model 165,1050,1,1050,10/7/2020,Feature1_16,
239,Delhi,Brand 2,Model 78,1350,1,1350,10/7/2020,Feature1_2,
1475,Delhi,Brand 5,Model 146,1500,1,1500,10/7/2020,,
1476,Delhi,Brand 6,Model 839,7990,1,7990,10/7/2020,Feature1_8,Feature2_1
5,Delhi,Brand 2,Model 69,10000,1,10000,10/7/2020,Feature1_1,Feature2_1
178,Delhi,Brand 2,Model 11,12990,2,25979.99,10/7/2020,Feature1_3,Feature2_2
2128,Kolkata,Brand 2,Model 2,16499,1,16499,10/7/2020,Feature1_9,Feature2_2
1179,Delhi,Brand 7,Model 232,1200,1,1200,10/8/2020,Feature1_4,
56,Thiruvananthapuram,Brand 5,Model 338,1579,1,1579,10/3/2020,Feature1_4,
57,Thiruvananthapuram,Brand 4,Model 841,1327,1,1327,10/3/2020,Feature1_16,
58,Thiruvananthapuram,Brand 3,Model 9,1410,1,1410,10/2/2020,Feature1_6,
59,Thiruvananthapuram,Brand 4,Model 84,1662,1,1662,10/1/2020,,
26,Kolkata,Brand 3,Model 520,1300,1,1300,10/4/2020,Feature1_6,
6700564,Kolkata,Brand 3,Model 22,17990,1,17990,10/8/2020,Feature1_9,Feature2_3
67,Thiruvananthapuram,Brand 1,Model 173,2200,1,2200,9/27/2020,Feature1_20,
68,Thiruvananthapuram,Brand 1,Model 269,1400,1,1400,9/28/2020,,
29,Kolkata,Brand 1,Model 263,800,1,800,10/6/2020,Feature1_11,
68,Kolkata,Brand 1,Model 241,10000,1,10000,10/4/2020,Feature1_3,Feature2_2
66,Kolkata,Brand 1,Model 270,1250,1,1250,10/8/2020,Feature1_6,
20,Kolkata,Brand 1,Model 521,1500,1,1500,10/2/2020,Feature1_4,
49,Delhi,Brand 1,Model 512,1250,1,1249,10/2/2020,Feature1_4,
21,Kolkata,Brand 1,Model 157,1200,1,1200,10/3/2020,Feature1_4,
52,Delhi,Brand 1,Model 522,1050,1,1050,10/5/2020,Feature1_4,
53,Delhi,Brand 1,Model 843,1050,1,1050,10/6/2020,Feature1_4,
23,Kolkata,Brand 3,Model 48,1750,1,1750,10/5/2020,,
54,Delhi,Brand 4,Model 111,1550,1,1390,10/7/2020,Feature1_4,
6700565,Kolkata,Brand 1,Model 270,8990,1,8990,10/8/2020,Feature1_1,Feature2_1
28,Bangalore,Brand 1,Model 57,1250,1,1250,10/5/2020,,
45,Lucknow,Brand 1,Model 50,1600,1,1410,10/6/2020,Feature1_6,
46,Lucknow,Brand 1,Model 5,950,1,18000,10/7/2020,Feature1_9,Feature2_2
67,Thiruvananthapuram,Brand 2,Model 8,1699,1,1699,9/27/2020,Feature1_17,
47,Lucknow,Brand 2,Model 76,950,1,18000,10/8/2020,Feature1_9,Feature2_2
20,Kolkata,Brand 8,Model 42,900,1,10860,10/5/2020,Feature1_3,Feature2_2
52,Lucknow,Brand 2,Model 252,950,1,18000,10/8/2020,Feature1_9,Feature2_2
4,Delhi,Brand 1,Model 24,1100,1,1100,10/5/2020,,
5,Delhi,Brand 6,Model 234,1100,1,1099,10/4/2020,Feature1_22,
26,Delhi,Brand 2,Model 3,1000,1,1000,10/2/2020,Feature1_7,
64,Lucknow,Brand 3,Model 40,800,1,18000,10/2/2020,Feature1_9,Feature2_2
27,Delhi,Brand 3,Model 175,1000,1,1000,10/3/2020,Feature1_6,
25,Lucknow,Brand 3,Model 40,950,1,18000,10/1/2020,Feature1_9,Feature2_2
28,Delhi,Brand 2,Model 38,10490,1,10490,10/4/2020,Feature1_1,Feature2_1
26,Lucknow,Brand 3,Model 35,950,1,18000,10/2/2020,Feature1_9,Feature2_2
7,Delhi,Brand 2,Model 1,1150,1,943,10/2/2020,Feature1_4,
27,Lucknow,Brand 10,Model 145,1600,1,1410,10/3/2020,Feature1_6,
29,Delhi,Brand 5,Model 190,8490,1,8490,10/8/2020,Feature1_8,Feature2_1
28,Lucknow,Brand 3,Model 45,1600,1,1410,10/5/2020,Feature1_6,
30,Delhi,Brand 5,Model 255,1200,1,1200,10/5/2020,Feature1_4,
29,Lucknow,Brand 5,Model 184,11000,1,11000,10/6/2020,Feature1_1,Feature2_2
30,Lucknow,Brand 5,Model 142,1600,1,1410,10/7/2020,Feature1_6,
32,Delhi,Brand 5,Model 208,9990,1,9990,10/6/2020,Feature1_1,Feature2_1
31,Lucknow,Brand 5,Model 454,950,1,18000,10/8/2020,Feature1_9,Feature2_2
65,Lucknow,Brand 1,Model 845,750,1,18000,10/3/2020,Feature1_9,Feature2_2
26,Bangalore,Brand 1,Model 54,9500,1,9500,9/30/2020,Feature1_8,Feature2_1
27,Bangalore,Brand 4,Model 170,8000,1,8000,10/1/2020,Feature1_8,Feature2_1
11,Kolkata,Brand 6,Model 271,850,1,10860,9/30/2020,Feature1_3,Feature2_2
66,Lucknow,Brand 1,Model 263,1350,1,1199,10/4/2020,Feature1_16,
67,Lucknow,Brand 1,Model 157,1250,1,18000,10/5/2020,Feature1_9,Feature2_2
68,Lucknow,Brand 1,Model 522,1250,1,1499,10/6/2020,Feature1_4,
13,Kolkata,Brand 1,Model 521,850,1,10860,10/3/2020,Feature1_3,Feature2_2
69,Ahmedabad,Brand 1,Model 167,1450,1,1450,10/5/2020,,
30,Bangalore,Brand 1,Model 167,8000,1,8000,10/5/2020,Feature1_8,Feature2_1
70,Lucknow,Brand 1,Model 269,1350,1,1319,10/7/2020,Feature1_16,
36,Delhi,Brand 1,Model 269,1100,1,1245,10/8/2020,Feature1_15,
15,Kolkata,Brand 1,Model 157,1850,1,1850,10/5/2020,,
37,Delhi,Brand 3,Model 172,1050,1,1050,10/7/2020,,
71,Lucknow,Brand 1,Model 98,1100,1,18000,10/8/2020,Feature1_9,Feature2_2
38,Delhi,Brand 4,Model 136,1100,1,1389,10/6/2020,Feature1_13,
39,Delhi,Brand 3,Model 267,1100,1,943,10/8/2020,Feature1_4,
41,Delhi,Brand 1,Model 241,1150,1,1150,10/3/2020,Feature1_4,
43,Delhi,Brand 3,Model 175,1250,1,1099,10/1/2020,Feature1_22,
61,Delhi,Brand 2,Model 76,1150,1,1149,10/8/2020,Feature1_25,
62,Delhi,Brand 6,Model 14,1100,1,1389,10/7/2020,Feature1_13,
5,Ludhiana,Brand 6,Model 14,1450,1,1410,10/6/2020,Feature1_6,
64,Delhi,Brand 6,Model 109,1200,1,1099,10/5/2020,Feature1_22,
65,Delhi,Brand 6,Model 67,1350,1,1350,10/4/2020,Feature1_19,
26,Bangalore,Brand 6,Model 149,12000,1,12000,9/30/2020,Feature1_3,Feature2_1
67,Delhi,Brand 1,Model 54,1250,1,1250,10/2/2020,Feature1_4,
68,Delhi,Brand 4,Model 136,1150,1,1099,10/1/2020,Feature1_21,
29,Bangalore,Brand 6,Model 59,1450,1,1399,10/3/2020,Feature1_16,
31,Bangalore,Brand 5,Model 123,1200,1,1200,10/7/2020,,
20,Lucknow,Brand 5,Model 213,1450,1,1450,10/1/2020,Feature1_4,
21,Lucknow,Brand 6,Model 58,8200,1,8200,10/2/2020,Feature1_8,Feature2_1
22,Lucknow,Brand 2,Model 3,850,1,12000,10/3/2020,Feature1_1,Feature2_1
6700566,Kolkata,Brand 2,Model 144,24999,1,24999,10/8/2020,Feature1_5,Feature2_3
16,Kolkata,Brand 5,Model 255,1300,1,1300,9/28/2020,Feature1_6,
23,Lucknow,Brand 6,Model 58,10000,1,10000,10/4/2020,Feature1_1,Feature2_1
24,Lucknow,Brand 2,Model 3,1100,1,12000,10/5/2020,Feature1_1,Feature2_1
25,Lucknow,Brand 2,Model 2,800,1,12000,10/6/2020,Feature1_1,Feature2_1
50,Thiruvananthapuram,Brand 3,Model 92,799,1,799,10/8/2020,Feature1_11,
59,Lucknow,Brand 2,Model 2,1600,1,1410,10/3/2020,Feature1_6,
26,Lucknow,Brand 6,Model 109,1200,1,12000,10/7/2020,Feature1_1,Feature2_1
60,Lucknow,Brand 6,Model 109,950,1,12000,10/5/2020,Feature1_1,Feature2_1
51,Thiruvananthapuram,Brand 5,Model 219,1499,1,1499,10/7/2020,Feature1_4,
61,Lucknow,Brand 6,Model 176,950,1,12000,10/6/2020,Feature1_1,Feature2_1
62,Lucknow,Brand 1,Model 54,1600,1,1410,10/7/2020,Feature1_6,
63,Lucknow,Brand 1,Model 171,850,1,850,10/8/2020,Feature1_11,
27,Lucknow,Brand 2,Model 2,1400,1,1400,10/8/2020,Feature1_16,
53,Thiruvananthapuram,Brand 3,Model 25,1489,1,1489,10/5/2020,Feature1_4,
1180,Delhi,Brand 2,Model 18,14990,1,14990,10/8/2020,Feature1_3,Feature2_3
55,Thiruvananthapuram,Brand 7,Model 410,1399,1,1399,10/3/2020,Feature1_4,
25,Lucknow,Brand 7,Model 846,950,1,12000,10/3/2020,Feature1_1,Feature2_1
241,Delhi,Brand 5,Model 237,1250,1,1250,10/8/2020,Feature1_6,
57,Delhi,Brand 4,Model 84,1250,1,1066,10/6/2020,Feature1_4,
59,Delhi,Brand 6,Model 113,1400,1,1400,10/4/2020,,
60,Delhi,Brand 5,Model 158,1050,1,1050,10/3/2020,Feature1_4,
51,Lucknow,Brand 1,Model 51,1250,1,1560,10/2/2020,,
61,Delhi,Brand 5,Model 137,1100,1,1375,10/1/2020,Feature1_12,
29,Kolkata,Brand 2,Model 3,1200,1,10860,10/7/2020,Feature1_3,Feature2_2
47,Lucknow,Brand 3,Model 37,7800,1,7800,10/8/2020,Feature1_1,Feature2_1
52,Lucknow,Brand 6,Model 113,1250,1,1399,10/3/2020,Feature1_16,
30,Kolkata,Brand 2,Model 27,1100,1,10860,10/6/2020,Feature1_3,Feature2_2
53,Lucknow,Brand 2,Model 15,1350,1,1549,10/4/2020,,
5,Kanpur,Brand 2,Model 85,1450,1,1450,9/27/2020,Feature1_20,
54,Lucknow,Brand 2,Model 28,1250,1,1699,10/5/2020,,
33,Kolkata,Brand 2,Model 85,1200,1,1200,10/3/2020,Feature1_6,
55,Lucknow,Brand 3,Model 216,850,1,12000,10/6/2020,Feature1_1,Feature2_1
6,Kanpur,Brand 4,Model 74,1350,1,1319,9/28/2020,Feature1_16,
56,Lucknow,Brand 3,Model 77,1200,1,1200,10/7/2020,Feature1_6,
8,Kanpur,Brand 2,Model 20,2150,1,2150,10/2/2020,Feature1_18,
57,Lucknow,Brand 3,Model 141,1250,1,12000,10/8/2020,Feature1_1,Feature2_1
48,Lucknow,Brand 2,Model 27,7800,1,7800,10/8/2020,Feature1_1,Feature2_1
9,Kanpur,Brand 2,Model 27,1150,1,1099,10/3/2020,Feature1_4,
73,Delhi,Brand 2,Model 27,1150,1,1150,10/8/2020,,
75,Delhi,Brand 2,Model 20,1200,1,943,10/6/2020,Feature1_4,
77,Delhi,Brand 2,Model 15,1250,1,1099,10/4/2020,Feature1_4,
10,Kanpur,Brand 2,Model 27,1550,1,1550,10/4/2020,,
78,Delhi,Brand 2,Model 27,1100,1,1100,10/3/2020,Feature1_4,
18,Bangalore,Brand 2,Model 272,1200,1,1200,10/5/2020,Feature1_4,
13,Bangalore,Brand 2,Model 272,7800,1,7800,10/6/2020,Feature1_8,Feature2_1
11,Kanpur,Brand 2,Model 85,1350,1,1350,10/5/2020,Feature1_16,
15,Bangalore,Brand 2,Model 20,1200,1,1200,10/8/2020,,
47,Lucknow,Brand 2,Model 20,950,1,12000,9/28/2020,Feature1_1,Feature2_1
19,Bangalore,Brand 2,Model 20,9000,1,9000,10/6/2020,Feature1_1,Feature2_1
48,Lucknow,Brand 2,Model 85,950,1,12000,9/29/2020,Feature1_1,Feature2_1
49,Lucknow,Brand 4,Model 74,950,1,12000,9/30/2020,Feature1_1,Feature2_1
13,Ludhiana,Brand 2,Model 15,1150,1,1150,10/2/2020,Feature1_15,
15,Ludhiana,Brand 3,Model 218,1150,1,943,10/5/2020,Feature1_4,
179,Delhi,Brand 4,Model 849,9990,1,9990,10/8/2020,Feature1_1,Feature2_1
1,Delhi,Brand 3,Model 77,18000,1,34900,10/8/2020,Feature1_8,Feature2_3
18,Ludhiana,Brand 3,Model 77,1350,1,1350,10/8/2020,Feature1_6,
72,Lucknow,Brand 2,Model 15,950,1,12000,9/29/2020,Feature1_1,Feature2_1
31,Lucknow,Brand 4,Model 74,950,1,12000,10/8/2020,Feature1_1,Feature2_1
22,Delhi,Brand 4,Model 74,1200,1,1200,10/7/2020,Feature1_6,
74,Lucknow,Brand 2,Model 82,1650,1,1410,10/2/2020,Feature1_6,
23,Delhi,Brand 2,Model 20,10500,1,10500,10/6/2020,Feature1_1,Feature2_1
2,Delhi,Brand 4,Model 162,1600,1,1526,10/5/2020,,
76,Lucknow,Brand 2,Model 20,950,1,12000,10/5/2020,Feature1_1,Feature2_1
41,Lucknow,Brand 4,Model 262,1400,1,1400,10/8/2020,Feature1_6,
4,Delhi,Brand 4,Model 162,1100,1,799,10/3/2020,Feature1_11,
42,Lucknow,Brand 2,Model 28,1300,1,12000,10/1/2020,Feature1_1,Feature2_1
78,Lucknow,Brand 2,Model 85,958,1,12000,10/7/2020,Feature1_1,Feature2_1
5,Delhi,Brand 3,Model 525,1500,1,1500,10/2/2020,,
42,Kolkata,Brand 2,Model 28,1400,1,10860,10/6/2020,Feature1_3,Feature2_2
65,Lucknow,Brand 2,Model 28,1150,1,12000,9/28/2020,Feature1_1,Feature2_1
45,Lucknow,Brand 3,Model 525,1430,1,1430,10/3/2020,,
66,Lucknow,Brand 4,Model 162,1450,1,12000,9/29/2020,Feature1_1,Feature2_1
44,Kolkata,Brand 2,Model 82,1000,1,10860,10/4/2020,Feature1_3,Feature2_2
46,Lucknow,Brand 2,Model 15,10800,1,10800,10/4/2020,Feature1_3,Feature2_2
47,Lucknow,Brand 4,Model 853,800,1,12000,10/5/2020,Feature1_1,Feature2_1
45,Kolkata,Brand 2,Model 28,1200,1,1200,10/3/2020,Feature1_6,
48,Lucknow,Brand 1,Model 173,1400,1,1400,10/6/2020,,
44,Delhi,Brand 2,Model 16,850,1,850,10/8/2020,Feature1_4,
47,Lucknow,Brand 6,Model 110,8000,1,8990,9/28/2020,Feature1_8,Feature2_1
48,Lucknow,Brand 1,Model 5,880,1,12000,9/29/2020,Feature1_1,Feature2_1
49,Lucknow,Brand 1,Model 57,1460,1,1410,9/30/2020,Feature1_6,
8,Ludhiana,Brand 2,Model 93,1250,1,1250,10/2/2020,Feature1_6,
9,Ludhiana,Brand 2,Model 855,950,1,1079,10/3/2020,,
52,Lucknow,Brand 5,Model 856,1150,1,12000,9/27/2020,Feature1_1,Feature2_1
12,Ludhiana,Brand 7,Model 858,1350,1,1350,10/7/2020,Feature1_4,
53,Lucknow,Brand 3,Model 474,1150,1,1150,9/28/2020,Feature1_6,
51,Lucknow,Brand 9,Model 860,1600,1,1410,9/28/2020,Feature1_6,
52,Lucknow,Brand 1,Model 274,950,1,12000,9/29/2020,Feature1_1,Feature2_1
53,Lucknow,Brand 9,Model 861,950,1,12000,9/30/2020,Feature1_1,Feature2_1
35,Delhi,Brand 3,Model 25,1200,1,999,10/8/2020,Feature1_4,
56,Lucknow,Brand 7,Model 443,1050,1,12000,10/1/2020,Feature1_1,Feature2_1
18,Lucknow,Brand 3,Model 9,1300,1,1300,9/30/2020,Feature1_6,
38,Delhi,Brand 3,Model 175,1350,1,1299,10/5/2020,Feature1_20,
19,Lucknow,Brand 3,Model 469,1500,1,1500,9/29/2020,,
57,Lucknow,Brand 8,Model 42,1350,1,12000,10/2/2020,Feature1_1,Feature2_1
39,Delhi,Brand 2,Model 7,1200,1,999,10/4/2020,Feature1_4,
41,Delhi,Brand 2,Model 7,1550,1,1550,10/2/2020,,
20,Lucknow,Brand 1,Model 270,1100,1,12000,9/28/2020,Feature1_1,Feature2_1
42,Delhi,Brand 1,Model 54,1450,1,1149,10/1/2020,Feature1_7,
54,Kolkata,Brand 1,Model 54,1500,1,10860,10/1/2020,Feature1_3,Feature2_2
55,Kolkata,Brand 4,Model 266,1300,1,10860,10/4/2020,Feature1_3,Feature2_2
59,Lucknow,Brand 4,Model 266,1150,1,12000,10/5/2020,Feature1_1,Feature2_1
60,Lucknow,Brand 1,Model 499,1050,1,12000,10/6/2020,Feature1_1,Feature2_1
62,Lucknow,Brand 5,Model 401,1250,1,1250,10/8/2020,Feature1_6,
47,Kolkata,Brand 5,Model 475,850,1,10860,10/1/2020,Feature1_3,Feature2_2
48,Kolkata,Brand 5,Model 398,9900,1,9900,10/2/2020,Feature1_1,Feature2_2
49,Kolkata,Brand 7,Model 517,18990,1,18990,10/3/2020,Feature1_9,Feature2_3
50,Kolkata,Brand 2,Model 81,9999,1,13900,10/4/2020,Feature1_3,Feature2_3
16,Kanpur,Brand 3,Model 92,1400,1,1399,10/3/2020,Feature1_16,
17,Kanpur,Brand 1,Model 867,1500,1,1500,10/4/2020,Feature1_4,
9,Thiruvananthapuram,Brand 8,Model 868,1311,1,1311,10/8/2020,Feature1_4,
242,Delhi,Brand 3,Model 116,9990,1,9990,10/8/2020,Feature1_1,Feature2_1
13,Thiruvananthapuram,Brand 9,Model 869,1549,1,1549,10/4/2020,Feature1_23,
12,Lucknow,Brand 2,Model 78,2300,1,1700,10/1/2020,Feature1_17,
14,Ludhiana,Brand 6,Model 870,750,1,1389,10/5/2020,Feature1_13,
18,Ludhiana,Brand 5,Model 130,1380,1,1380,10/8/2020,Feature1_6,
19,Kolkata,Brand 9,Model 872,1400,1,1400,10/2/2020,Feature1_4,
22,Kolkata,Brand 5,Model 389,1400,1,1199,10/4/2020,Feature1_4,
54,Kolkata,Brand 5,Model 873,8300,1,8300,10/1/2020,Feature1_1,Feature2_1
3,Ludhiana,Brand 3,Model 520,17000,1,1526,10/8/2020,,
13,Lucknow,Brand 6,Model 227,1650,1,1410,10/2/2020,Feature1_6,
14,Lucknow,Brand 2,Model 1,12500,1,12500,10/5/2020,Feature1_3,Feature2_2
16,Lucknow,Brand 5,Model 181,1650,1,1410,10/7/2020,Feature1_6,
6,Ludhiana,Brand 10,Model 877,1300,1,1300,10/8/2020,Feature1_6,
7,Ludhiana,Brand 10,Model 249,9000,1,13500,10/8/2020,Feature1_3,Feature2_1
244,Delhi,Brand 10,Model 226,7990,1,7990,10/8/2020,Feature1_8,Feature2_1
9,Ludhiana,Brand 2,Model 221,8500,1,10490,10/5/2020,Feature1_1,Feature2_1
24,Lucknow,Brand 5,Model 880,7890,1,7890,10/8/2020,Feature1_1,Feature2_1
434,Kolkata,Brand 2,Model 11,1750,1,1750,10/8/2020,,
10,Lucknow,Brand 1,Model 238,950,1,12000,10/1/2020,Feature1_1,Feature2_1
245,Delhi,Brand 1,Model 26,9990,1,9990,10/8/2020,Feature1_1,Feature2_1
12,Lucknow,Brand 4,Model 257,1650,1,1410,10/3/2020,Feature1_6,
13,Lucknow,Brand 6,Model 14,1650,1,1410,10/5/2020,Feature1_6,
44,Kolkata,Brand 2,Model 6,1249,1,1249,10/1/2020,Feature1_6,
1182,Delhi,Brand 3,Model 883,6800,1,6800,10/8/2020,Feature1_8,Feature2_1
14,Lucknow,Brand 2,Model 81,950,1,12000,10/1/2020,Feature1_1,Feature2_1
16,Lucknow,Brand 5,Model 440,1650,1,1410,10/3/2020,Feature1_6,
17,Lucknow,Brand 1,Model 274,1650,1,1410,10/5/2020,Feature1_6,
18,Lucknow,Brand 8,Model 885,1650,1,1410,10/7/2020,Feature1_6,
19,Lucknow,Brand 5,Model 489,950,1,12000,10/8/2020,Feature1_1,Feature2_1
23,Lucknow,Brand 2,Model 103,1650,1,1410,10/2/2020,Feature1_6,
24,Lucknow,Brand 1,Model 887,950,1,12000,10/5/2020,Feature1_1,Feature2_1
25,Lucknow,Brand 2,Model 272,1650,1,1410,10/6/2020,Feature1_6,
14,Lucknow,Brand 2,Model 533,1650,1,1410,10/6/2020,Feature1_6,
127,Delhi,Brand 2,Model 27,1250,1,1250,10/8/2020,Feature1_6,
15,Lucknow,Brand 4,Model 44,950,1,12000,10/8/2020,Feature1_1,Feature2_1
33,Chennai,Brand 5,Model 502,13000,1,13000,10/2/2020,Feature1_3,Feature2_1
363,Kolkata,Brand 10,Model 145,18700,1,18700,10/8/2020,Feature1_9,Feature2_3
181,Delhi,Brand 1,Model 890,8990,1,8990,10/8/2020,Feature1_8,Feature2_1
444,Kolkata,Brand 1,Model 891,6500,1,6500,10/8/2020,Feature1_10,Feature2_4
182,Delhi,Brand 9,Model 892,1580,1,1580,10/8/2020,Feature1_4,
1479,Delhi,Brand 9,Model 893,750,1,750,10/8/2020,Feature1_4,
1480,Delhi,Brand 6,Model 240,8100,1,8100,10/8/2020,Feature1_1,Feature2_1
2433,Delhi,Brand 5,Model 894,11490,1,11490,10/8/2020,Feature1_1,Feature2_2
1481,Delhi,Brand 6,Model 109,1200,1,1200,10/8/2020,Feature1_4,
6700570,Kolkata,Brand 10,Model 169,1200,1,1200,10/8/2020,Feature1_6,
2,Delhi,Brand 8,Model 322,5000,1,17000,10/8/2020,Feature1_3,Feature2_2
48,Kolkata,Brand 6,Model 79,1700,1,1700,10/9/2020,,
33,Hyderabad,Brand 1,Model 897,950,1,950,9/28/2020,Feature1_4,
43,Delhi,Brand 9,Model 898,1250,1,1250,10/7/2020,Feature1_4,
34,Hyderabad,Brand 1,Model 26,10800,1,8999,9/29/2020,Feature1_8,Feature2_1
31,Delhi,Brand 10,Model 160,1400,1,1400,10/7/2020,Feature1_19,
46,Delhi,Brand 3,Model 9,1150,1,1150,10/4/2020,Feature1_4,
33,Delhi,Brand 3,Model 178,1100,1,849,10/5/2020,Feature1_11,
35,Hyderabad,Brand 1,Model 901,10800,1,8999,9/30/2020,Feature1_8,Feature2_1
34,Delhi,Brand 3,Model 178,1450,1,1399,10/4/2020,Feature1_16,
49,Delhi,Brand 3,Model 460,1400,1,1400,10/1/2020,,
36,Hyderabad,Brand 3,Model 25,2400,1,2400,10/6/2020,Feature1_4,
38,Delhi,Brand 9,Model 903,1600,1,1526,10/1/2020,,
60,Delhi,Brand 10,Model 905,1050,1,1050,10/8/2020,Feature1_21,
62,Delhi,Brand 3,Model 336,1250,1,1250,10/6/2020,Feature1_4,
63,Delhi,Brand 8,Model 511,1400,1,1400,10/5/2020,,
65,Delhi,Brand 3,Model 267,1150,1,1075,10/3/2020,Feature1_4,
